Month,House,Gecode,Limit,OGSA,Preferred
10,74,4250,18000,4250,4322
11,74,4250,18000,4250,4322
12,74,5450,18000,5450,4322
1,75,1200,6000,1200,1200
2,75,1200,6000,2100,1200
3,75,1200,6000,1200,1200
4,75,1200,6000,1200,1200
5,75,1200,6000,2100,1200
6,75,1200,6000,1200,1200
7,75,1200,6000,1200,1200
8,75,1200,6000,1200,1200
9,75,1200,6000,1200,1200
10,75,1200,6000,1200,1200
11,75,1200,6000,1200,1200
12,75,1200,6000,2100,1200
1,76,3600,18000,4800,3600
2,76,3600,18000,3600,3600
3,76,3600,18000,3600,3600
4,76,3600,18000,4800,3600
5,76,3600,18000,3600,3600
6,76,3600,18000,3600,3600
7,76,3600,18000,3600,3600
8,76,6800,18000,7000,3600
9,76,3600,18000,4800,3600
10,76,3600,18000,3600,3600
11,76,3600,18000,3600,3600
12,76,3600,18000,3600,3600
1,77,1200,6000,1200,1200
2,77,2200,6000,2200,1200
3,77,1200,6000,1200,1200
4,77,2200,6000,2200,1200
5,77,2200,6000,2200,1200
6,77,1200,6000,1200,1200
7,77,1200,6000,1200,1200
8,77,1200,6000,1200,1200
9,77,1200,6000,1200,1200
10,77,2200,6000,2200,1200
11,77,1200,6000,1200,1200
12,77,1200,6000,1200,1200
1,78,2452,12000,2452,2400
2,78,2400,12000,2400,2400
3,78,2452,12000,2452,2400
4,78,2452,12000,2452,2400
5,78,2548,12000,2548,2400
6,78,2548,12000,2548,2400
7,78,2548,12000,2548,2400
8,78,2400,12000,2400,2400
9,78,2400,12000,2400,2400
10,78,2452,12000,2452,2400
11,78,2452,12000,2452,2400
12,78,2548,12000,2548,2400
1,79,6000,30000,6000,6000
2,79,6000,30000,6000,6000
3,79,6000,30000,6000,6000
4,79,6000,30000,6000,6000
5,79,6000,30000,6000,6000
6,79,6000,30000,6000,6000
7,79,6000,30000,6000,6000
8,79,6000,30000,6000,6000
9,79,6000,30000,6000,6000
10,79,6000,30000,6000,6000
11,79,6000,30000,6000,6000
12,79,6000,30000,6000,6000
1,80,2400,12000,2400,2400
2,80,2400,12000,2400,2400
3,80,2400,12000,2400,2400
4,80,2400,12000,2400,2400
5,80,2400,12000,2400,2400
6,80,2400,12000,2400,2400
7,80,2400,12000,2400,2400
8,80,2400,12000,2400,2400
9,80,2400,12000,2400,2400
10,80,2400,12000,2400,2400
11,80,2400,12000,2400,2400
12,80,2400,12000,2400,2400
1,81,1500,7500,1500,1500
2,81,1500,7500,1500,1500
3,81,1500,7500,1500,1500
4,81,1500,7500,1500,1500
5,81,1500,7500,1500,1500
6,81,1500,7500,1500,1500
7,81,1500,7500,1500,1500
8,81,1500,7500,1500,1500
9,81,1500,7500,1500,1500
10,81,1500,7500,1500,1500
11,81,1500,7500,1500,1500
12,81,1500,7500,1500,1500
1,82,1700,8500,1700,1700
2,82,1700,8500,1700,1700
3,82,1700,8500,1700,1700
4,82,1700,8500,1800,1700
5,82,1800,8500,1800,1700
6,82,1800,8500,1800,1700
7,82,1700,8500,1700,1700
8,82,1800,8500,1800,1700
9,82,1800,8500,1800,1700
10,82,1860,8500,1860,1700
11,82,1700,8500,1700,1700
12,82,1700,8500,1700,1700
1,83,1200,6000,1200,1200
2,83,1200,6000,1200,1200
3,83,1200,6000,1200,1200
4,83,1200,6000,1200,1200
5,83,1200,6000,1200,1200
6,83,1200,6000,1200,1200
7,83,1200,6000,1200,1200
8,83,1200,6000,1200,1200
9,83,1200,6000,1200,1200
10,83,1200,6000,1200,1200
11,83,1200,6000,1200,1200
12,83,1200,6000,1200,1200
1,84,2400,12000,2400,2400
2,84,2400,12000,2400,2400
3,84,2400,12000,2400,2400
4,84,2400,12000,2400,2400
5,84,2400,12000,2400,2400
6,84,4400,12000,4400,2400
7,84,2400,12000,2400,2400
8,84,2400,12000,2400,2400
9,84,4400,12000,4400,2400
10,84,4400,12000,4400,2400
11,84,2400,12000,2400,2400
12,84,2400,12000,2400,2400
1,85,1200,6000,1200,1200
2,85,1200,6000,1200,1200
3,85,1200,6000,1500,1200
4,85,1200,6000,1200,1200
5,85,1200,6000,1200,1200
6,85,1500,6000,1500,1200
7,85,1200,6000,1200,1200
8,85,1500,6000,1500,1200
9,85,1500,6000,1500,1200
10,85,1500,6000,1500,1200
11,85,1200,6000,1200,1200
12,85,1200,6000,1200,1200
1,86,2800,12000,2800,2800
2,86,2800,12000,2800,2800
3,86,2800,12000,2800,2800
4,86,2800,12000,2800,2800
5,86,2800,12000,2400,2800
6,86,2400,12000,2400,2800
7,86,2800,12000,2800,2800
8,86,2800,12000,2800,2800
9,86,2800,12000,2800,2800
10,86,2800,12000,2800,2800
11,86,2800,12000,2400,2800
12,86,2800,12000,2800,2800
1,87,1200,6000,1262,1262
2,87,1200,6000,1262,1262
3,87,1200,6000,1262,1262
4,87,1200,6000,1262,1262
5,87,1262,6000,1262,1262
6,87,2400,6000,2400,1262
7,87,1200,6000,1262,1262
8,87,2400,6000,2400,1262
9,87,2400,6000,2400,1262
10,87,2400,6000,1262,1262
11,87,1200,6000,1200,1262
12,87,1200,6000,1200,1262
1,88,3500,17500,3500,3500
2,88,3500,17500,3500,3500
3,88,3500,17500,3500,3500
4,88,3500,17500,3500,3500
5,88,3500,17500,3500,3500
6,88,3500,17500,3500,3500
7,88,3500,17500,3500,3500
8,88,3500,17500,3500,3500
9,88,3500,17500,3500,3500
10,88,3500,17500,3500,3500
11,88,3500,17500,3500,3500
12,88,3500,17500,3500,3500
1,89,2400,12000,2400,2400
2,89,2400,12000,2400,2400
3,89,2400,12000,2400,2400
4,89,2400,12000,2400,2400
5,89,2400,12000,2400,2400
6,89,2400,12000,2400,2400
7,89,2400,12000,2400,2400
8,89,2400,12000,2400,2400
9,89,2400,12000,2400,2400
10,89,2400,12000,2400,2400
11,89,2400,12000,2400,2400
12,89,2400,12000,2400,2400
1,90,1000,5000,1000,1000
2,90,1000,5000,1000,1000
3,90,1000,5000,1000,1000
4,90,1000,5000,1000,1000
5,90,1000,5000,1000,1000
6,90,1000,5000,1000,1000
7,90,1000,5000,1000,1000
8,90,1000,5000,1000,1000
9,90,1000,5000,1000,1000
10,90,1000,5000,1000,1000
11,90,1000,5000,1000,1000
12,90,1000,5000,1000,1000
1,91,6000,30000,6000,6000
2,91,6000,30000,6000,6000
3,91,6000,30000,6000,6000
4,91,6000,30000,6000,6000
5,91,6000,30000,6000,6000
6,91,6000,30000,6000,6000
7,91,6000,30000,6000,6000
8,91,6000,30000,6000,6000
9,91,6000,30000,6000,6000
10,91,6000,30000,6000,6000
11,91,6000,30000,6000,6000
12,91,6000,30000,6000,6000
1,92,3600,18000,3600,3600
2,92,3600,18000,3600,3600
3,92,3600,18000,3600,3600
4,92,3600,18000,3600,3600
5,92,3600,18000,3600,3600
6,92,3600,18000,3600,3600
7,92,3600,18000,3600,3600
8,92,3600,18000,3600,3600
9,92,3600,18000,3600,3600
10,92,3600,18000,3600,3600
11,92,3600,18000,3600,3600
12,92,3600,18000,3600,3600
1,93,4500,18000,4500,3600
2,93,4500,18000,4500,3600
3,93,4500,18000,4500,3600
4,93,4500,18000,4500,3600
5,93,4500,18000,4500,3600
6,93,4500,18000,4500,3600
7,93,4500,18000,4500,3600
8,93,4500,18000,4500,3600
9,93,4500,18000,4500,3600
10,93,4500,18000,4500,3600
11,93,4500,18000,4500,3600
12,93,4500,18000,4500,3600
1,94,5000,25000,5000,5000
2,94,5000,25000,5000,5000
3,94,5000,25000,5000,5000
4,94,5000,25000,5000,5000
5,94,5000,25000,5000,5000
6,94,5000,25000,5000,5000
7,94,5000,25000,5000,5000
8,94,5000,25000,5000,5000
9,94,5000,25000,5000,5000
10,94,5000,25000,5000,5000
11,94,5000,25000,5000,5000
12,94,5000,25000,5000,5000
1,95,2400,12000,2400,4600
2,95,2400,12000,2400,4600
3,95,2400,12000,2400,4600
4,95,2400,12000,2400,4600
5,95,2400,12000,2400,4600
6,95,2400,12000,2400,4600
7,95,2400,12000,2400,4600
8,95,2400,12000,2400,4600
9,95,2400,12000,2400,4600
10,95,2400,12000,2400,4600
11,95,2400,12000,2400,4600
12,95,2400,12000,2400,4600
1,96,2300,11500,2300,2300
2,96,2300,11500,2300,2300
3,96,2300,11500,2300,2300
4,96,2300,11500,2300,2300
5,96,2300,11500,2300,2300
6,96,2300,11500,2300,2300
7,96,2300,11500,2300,2300
8,96,2300,11500,2300,2300
9,96,2300,11500,2300,2300
10,96,2300,11500,2300,2300
11,96,2300,11500,2300,2300
12,96,2300,11500,2300,2300
1,97,2400,12000,2400,2400
2,97,4800,12000,4800,2400
3,97,2400,12000,2400,2400
4,97,2400,12000,2400,2400
5,97,2400,12000,2400,2400
6,97,3600,12000,3600,2400
7,97,2400,12000,2400,2400
8,97,2400,12000,2400,2400
9,97,2400,12000,2400,2400
10,97,2400,12000,2400,2400
11,97,4800,12000,4800,2400
12,97,2400,12000,2400,2400
1,98,900,4500,900,900
2,98,900,4500,900,900
3,98,900,4500,900,900
4,98,900,4500,900,900
5,98,900,4500,900,900
6,98,900,4500,900,900
7,98,900,4500,900,900
8,98,900,4500,900,900
9,98,900,4500,900,900
10,98,900,4500,900,900
11,98,900,4500,900,900
12,98,900,4500,900,900
1,99,1700,8500,1700,1700
2,99,1700,8500,1700,1700
3,99,2400,8500,2400,1700
4,99,1700,8500,1700,1700
5,99,2400,8500,2400,1700
6,99,2400,8500,2400,1700
7,99,2400,8500,2400,1700
8,99,2400,8500,2400,1700
9,99,1700,8500,1700,1700
10,99,2600,8500,2600,1700
11,99,1700,8500,1700,1700
12,99,1700,8500,1700,1700
1,100,3400,12000,3400,2400
2,100,2400,12000,2400,2400
3,100,2400,12000,2400,2400
4,100,3400,12000,3400,2400
5,100,2400,12000,2400,2400
6,100,3400,12000,3400,2400
7,100,2400,12000,2400,2400
8,100,3400,12000,3400,2400
9,100,2400,12000,2400,2400
10,100,2400,12000,2400,2400
11,100,2400,12000,2400,2400
12,100,3400,12000,3400,2400
