Month,House,Gecode,Limit,OGSA,Preferred
6,74,5000,25000,5000,5000
7,74,5000,25000,5000,5000
8,74,5000,25000,5000,5000
9,74,5000,25000,5000,5000
10,74,5000,25000,5000,5000
11,74,5000,25000,5000,5000
12,74,5000,25000,5000,5000
1,75,6000,30000,6000,6000
2,75,6000,30000,6000,6000
3,75,6000,30000,6000,6000
4,75,6000,30000,6000,6000
5,75,6000,30000,6000,6000
6,75,6000,30000,6000,6000
7,75,6000,30000,6000,6000
8,75,6000,30000,6000,6000
9,75,6000,30000,6000,6000
10,75,6000,30000,6000,6000
11,75,6000,30000,6000,6000
12,75,6000,30000,6000,6000
1,76,1100,5500,1100,1100
2,76,1100,5500,1100,1100
3,76,1100,5500,1100,1100
4,76,1100,5500,1100,1100
5,76,1100,5500,1100,1100
6,76,1100,5500,1100,1100
7,76,1100,5500,1100,1100
8,76,1100,5500,1100,1100
9,76,1100,5500,1100,1100
10,76,1100,5500,1100,1100
11,76,1100,5500,1100,1100
12,76,1100,5500,1100,1100
1,77,4000,20000,4000,4000
2,77,4000,20000,4000,4000
3,77,4000,20000,4000,4000
4,77,4000,20000,4000,4000
5,77,4000,20000,4000,4000
6,77,4000,20000,4000,4000
7,77,4000,20000,4000,4000
8,77,4000,20000,4000,4000
9,77,4000,20000,4000,4000
10,77,4000,20000,4000,4000
11,77,4000,20000,4000,4000
12,77,4000,20000,4000,4000
1,78,700,3500,700,700
2,78,700,3500,775,700
3,78,700,3500,700,700
4,78,700,3500,700,700
5,78,700,3500,700,700
6,78,700,3500,700,700
7,78,700,3500,700,700
8,78,700,3500,700,700
9,78,700,3500,700,700
10,78,700,3500,700,700
11,78,700,3500,700,700
12,78,700,3500,700,700
1,79,1200,6000,1200,1200
2,79,1200,6000,1200,1200
3,79,1200,6000,1200,1200
4,79,1200,6000,1200,1200
5,79,1200,6000,1200,1200
6,79,1200,6000,1200,1200
7,79,1200,6000,1200,1200
8,79,1200,6000,1200,1200
9,79,1200,6000,1200,1200
10,79,1200,6000,1200,1200
11,79,1200,6000,1200,1200
12,79,1200,6000,1200,1200
1,80,2100,10500,2100,2100
2,80,2100,10500,2100,2100
3,80,2100,10500,2100,2100
4,80,2100,10500,2100,2100
5,80,3300,10500,3300,2100
6,80,2100,10500,2100,2100
7,80,2100,10500,2100,2100
8,80,3300,10500,3300,2100
9,80,2100,10500,2100,2100
10,80,2100,10500,2100,2100
11,80,2100,10500,2100,2100
12,80,2100,10500,2100,2100
1,81,2400,12000,2400,2400
2,81,2400,12000,2400,2400
3,81,2400,12000,2400,2400
4,81,2400,12000,2400,2400
5,81,4100,12000,2400,2400
6,81,4100,12000,2400,2400
7,81,4100,12000,2400,2400
8,81,2400,12000,2400,2400
9,81,2400,12000,2400,2400
10,81,2400,12000,2400,2400
11,81,2400,12000,2400,2400
12,81,2400,12000,2400,2400
1,82,155,750,155,212
2,82,150,750,150,212
3,82,155,750,155,212
4,82,150,750,150,212
5,82,150,750,150,212
6,82,150,750,150,212
7,82,155,750,150,212
8,82,150,750,150,212
9,82,150,750,150,212
10,82,150,750,150,212
11,82,150,750,150,212
12,82,155,750,155,212
1,83,2400,12000,2400,2415
2,83,2400,12000,2400,2415
3,83,2400,12000,2400,2415
4,83,2400,12000,2400,2415
5,83,2400,12000,2400,2415
6,83,2400,12000,2400,2415
7,83,2400,12000,2400,2415
8,83,2400,12000,2400,2415
9,83,4500,12000,4500,2415
10,83,2400,12000,2400,2415
11,83,2400,12000,2400,2415
12,83,2400,12000,2400,2415
1,84,3200,8500,3200,1700
2,84,3200,8500,3200,1700
3,84,1700,8500,1700,1700
4,84,3200,8500,3200,1700
5,84,3200,8500,3200,1700
6,84,1700,8500,1700,1700
7,84,3200,8500,3200,1700
8,84,3200,8500,3200,1700
9,84,1700,8500,1700,1700
10,84,1700,8500,1700,1700
11,84,1700,8500,1700,1700
12,84,3200,8500,3200,1700
1,85,2402,12000,2402,2468
2,85,4400,12000,4400,2468
3,85,2400,12000,2400,2468
4,85,2402,12000,2400,2468
5,85,2400,12000,2400,2468
6,85,2400,12000,2400,2468
7,85,2400,12000,2400,2468
8,85,2400,12000,2400,2468
9,85,2400,12000,2400,2468
10,85,2400,12000,2400,2468
11,85,2400,12000,2400,2468
12,85,2400,12000,2400,2468
1,86,2400,12000,2400,2700
2,86,2400,12000,2400,2700
3,86,2400,12000,2400,2700
4,86,2400,12000,2400,2700
5,86,2400,12000,2400,2700
6,86,4700,12000,4700,2700
7,86,4700,12000,4700,2700
8,86,4700,12000,4700,2700
9,86,5060,12000,5060,2700
10,86,2400,12000,2400,2700
11,86,2460,12000,2460,2700
12,86,2400,12000,2400,2700
1,87,3600,12000,2400,2400
2,87,3600,12000,3600,2400
3,87,3600,12000,2400,2400
4,87,2400,12000,2400,2400
5,87,2400,12000,2400,2400
6,87,2400,12000,2400,2400
7,87,3600,12000,2400,2400
8,87,2400,12000,2400,2400
9,87,2400,12000,2400,2400
10,87,2400,12000,2400,2400
11,87,2400,12000,3600,2400
12,87,3600,12000,3600,2400
1,88,210,1050,210,300
2,88,210,1050,210,300
3,88,210,1050,210,300
4,88,210,1050,210,300
5,88,300,1050,300,300
6,88,210,1050,210,300
7,88,210,1050,210,300
8,88,300,1050,300,300
9,88,300,1050,300,300
10,88,300,1050,300,300
11,88,210,1050,210,300
12,88,210,1050,210,300
1,89,1700,8500,1700,1760
2,89,1700,8500,1700,1760
3,89,1700,8500,1700,1760
4,89,1700,8500,1700,1760
5,89,1700,8500,1708,1760
6,89,1700,8500,1700,1760
7,89,1700,8500,1708,1760
8,89,1700,8500,1700,1760
9,89,1700,8500,1700,1760
10,89,1700,8500,1700,1760
11,89,1700,8500,1708,1760
12,89,1700,8500,1700,1760
1,90,2400,12000,2400,2400
2,90,2400,12000,2400,2400
3,90,2400,12000,2400,2400
4,90,2400,12000,2400,2400
5,90,2400,12000,2400,2400
6,90,2400,12000,2400,2400
7,90,2400,12000,2400,2400
8,90,2400,12000,2400,2400
9,90,2400,12000,2400,2400
10,90,2400,12000,2400,2400
11,90,2400,12000,2400,2400
12,90,2400,12000,2400,2400
1,91,6000,30000,6000,6045
2,91,6000,30000,6000,6045
3,91,6000,30000,6000,6045
4,91,6000,30000,6000,6045
5,91,6000,30000,6000,6045
6,91,6000,30000,6000,6045
7,91,6000,30000,6000,6045
8,91,6000,30000,6000,6045
9,91,6000,30000,6000,6045
10,91,6000,30000,6000,6045
11,91,6000,30000,6000,6045
12,91,6000,30000,6000,6045
1,92,2000,10000,2000,2000
2,92,2000,10000,2000,2000
3,92,2000,10000,2000,2000
4,92,2000,10000,2000,2000
5,92,2000,10000,2000,2000
6,92,2000,10000,2000,2000
7,92,2000,10000,2000,2000
8,92,2000,10000,2000,2000
9,92,2000,10000,2000,2000
10,92,2000,10000,2000,2000
11,92,2000,10000,2000,2000
12,92,2000,10000,2000,2000
1,93,6200,25000,6200,6200
2,93,5000,25000,5000,6200
3,93,6200,25000,6200,6200
4,93,6200,25000,6200,6200
5,93,6200,25000,6200,6200
6,93,6200,25000,6200,6200
7,93,6200,25000,6200,6200
8,93,6200,25000,7493,6200
9,93,6293,25000,6293,6200
10,93,7400,25000,7400,6200
11,93,6200,25000,6200,6200
12,93,6200,25000,6200,6200
1,94,1700,8500,1700,1700
2,94,1700,8500,1700,1700
3,94,2500,8500,2500,1700
4,94,1700,8500,1700,1700
5,94,2500,8500,2500,1700
6,94,2500,8500,2500,1700
7,94,2500,8500,2500,1700
8,94,2500,8500,2500,1700
9,94,1700,8500,1700,1700
10,94,2500,8500,2500,1700
11,94,1700,8500,1700,1700
12,94,1700,8500,1700,1700
1,95,6700,30000,6700,6000
2,95,6000,30000,6000,6000
3,95,6700,30000,6700,6000
4,95,6700,30000,6700,6000
5,95,6000,30000,6000,6000
6,95,6700,30000,6700,6000
7,95,6700,30000,6700,6000
8,95,6700,30000,6700,6000
9,95,6700,30000,6700,6000
10,95,6700,30000,6700,6000
11,95,6700,30000,6700,6000
12,95,6700,30000,6700,6000
1,96,100,500,100,100
2,96,100,500,100,100
3,96,100,500,100,100
4,96,100,500,100,100
5,96,100,500,100,100
6,96,100,500,100,100
7,96,100,500,100,100
8,96,100,500,100,100
9,96,100,500,100,100
10,96,100,500,100,100
11,96,100,500,100,100
12,96,100,500,100,100
1,97,2400,12000,2400,2400
2,97,2400,12000,2400,2400
3,97,2400,12000,2400,2400
4,97,2400,12000,2400,2400
5,97,2400,12000,2400,2400
6,97,2400,12000,2400,2400
7,97,2400,12000,2400,2400
8,97,2400,12000,2400,2400
9,97,2400,12000,2400,2400
10,97,2400,12000,2400,2400
11,97,2400,12000,2400,2400
12,97,2400,12000,2400,2400
1,98,7100,12000,7100,4800
2,98,7100,12000,7100,4800
3,98,7100,12000,7100,4800
4,98,7100,12000,7100,4800
5,98,4700,12000,4700,4800
6,98,2400,12000,2400,4800
7,98,4700,12000,4700,4800
8,98,4700,12000,4700,4800
9,98,4700,12000,4700,4800
10,98,4700,12000,4700,4800
11,98,4800,12000,4800,4800
12,98,4700,12000,4700,4800
1,99,1200,6000,1200,1200
2,99,1200,6000,1200,1200
3,99,1200,6000,1200,1200
4,99,1200,6000,1200,1200
5,99,1200,6000,1200,1200
6,99,1200,6000,1250,1200
7,99,1200,6000,1250,1200
8,99,1200,6000,1250,1200
9,99,1200,6000,1200,1200
10,99,1250,6000,1250,1200
11,99,1250,6000,1250,1200
12,99,1200,6000,1200,1200
1,100,75,375,75,75
2,100,75,375,75,75
3,100,75,375,75,75
4,100,75,375,75,75
5,100,75,375,75,75
6,100,75,375,75,75
7,100,75,375,75,75
8,100,75,375,75,75
9,100,75,375,75,75
10,100,75,375,75,75
11,100,75,375,75,75
12,100,75,375,75,75
