Month,House,Limit,OGSA,Optimised,Preferred
7,74,12000,2900,4500,2400
8,74,12000,3300,4500,2400
9,74,12000,3300,4500,2400
10,74,12000,3300,4500,2400
11,74,12000,4000,4500,2400
12,74,12000,4200,4500,2400
1,75,30000,8522,6222,6000
2,75,30000,8622,6222,6000
3,75,30000,8522,6222,6000
4,75,30000,8622,6222,6000
5,75,30000,8622,6222,6000
6,75,30000,8622,6222,6000
7,75,30000,8522,6222,6000
8,75,30000,8622,6222,6000
9,75,30000,8622,6222,6000
10,75,30000,8622,6222,6000
11,75,30000,8522,6222,6000
12,75,30000,8622,6222,6000
1,76,20000,6400,9900,6400
2,76,20000,8400,5900,6400
3,76,20000,7500,9900,6400
4,76,20000,7500,9900,6400
5,76,20000,9900,9900,6400
6,76,20000,8400,9900,6400
7,76,20000,6400,9900,6400
8,76,20000,8400,9900,6400
9,76,20000,8400,9900,6400
10,76,20000,6400,9900,6400
11,76,20000,6400,9900,6400
12,76,20000,8400,9900,6400
1,77,5500,1248,1298,1100
2,77,5500,2420,2398,1100
3,77,5500,2398,2398,1100
4,77,5500,2398,2398,1100
5,77,5500,2398,2398,1100
6,77,5500,2420,2398,1100
7,77,5500,2250,2398,1100
8,77,5500,2470,2398,1100
9,77,5500,2420,2398,1100
10,77,5500,2420,2398,1100
11,77,5500,2398,2348,1100
12,77,5500,1320,2398,1100
1,78,5000,1019,2061,1008
2,78,5000,2069,2069,1008
3,78,5000,1669,2061,1008
4,78,5000,2069,2069,1008
5,78,5000,2069,2069,1008
6,78,5000,2069,2069,1008
7,78,5000,1669,2061,1008
8,78,5000,2069,2069,1008
9,78,5000,2069,2069,1008
10,78,5000,2069,2069,1008
11,78,5000,1669,2061,1008
12,78,5000,1669,2061,1008
1,79,2500,500,603,538
2,79,2500,618,603,538
3,79,2500,568,603,538
4,79,2500,618,603,538
5,79,2500,618,603,538
6,79,2500,618,603,538
7,79,2500,618,603,538
8,79,2500,618,603,538
9,79,2500,618,603,538
10,79,2500,618,603,538
11,79,2500,568,603,538
12,79,2500,583,603,538
1,80,12000,3401,3603,2400
2,80,12000,5803,3603,2400
3,80,12000,5803,3603,2400
4,80,12000,5803,3603,2400
5,80,12000,5803,3603,2400
6,80,12000,5803,3603,2400
7,80,12000,3601,3603,2400
8,80,12000,3603,3603,2400
9,80,12000,5803,3603,2400
10,80,12000,5803,3603,2400
11,80,12000,3603,3603,2400
12,80,12000,3601,3603,2400
1,81,12000,2600,2500,2400
2,81,12000,3210,2600,2400
3,81,12000,3110,2600,2400
4,81,12000,3110,2600,2400
5,81,12000,3210,2600,2400
6,81,12000,3110,2500,2400
7,81,12000,2810,2600,2400
8,81,12000,3110,2600,2400
9,81,12000,2600,2500,2400
10,81,12000,3110,2500,2400
11,81,12000,2900,2600,2400
12,81,12000,3210,2600,2400
1,82,17500,4708,4656,3500
2,82,17500,5608,5556,3500
3,82,17500,5608,4656,3500
4,82,17500,5608,5556,3500
5,82,17500,5608,5556,3500
6,82,17500,5608,5556,3500
7,82,17500,5608,4656,3500
8,82,17500,5608,5556,3500
9,82,17500,5608,5556,3500
10,82,17500,5608,5556,3500
11,82,17500,5556,4656,3500
12,82,17500,5556,4656,3500
1,83,17500,3810,3815,3500
2,83,17500,3602,3817,3500
3,83,17500,3502,3815,3500
4,83,17500,3607,3817,3500
5,83,17500,3607,3817,3500
6,83,17500,3602,3817,3500
7,83,17500,3600,3815,3500
8,83,17500,3607,3817,3500
9,83,17500,3607,3817,3500
10,83,17500,3607,3817,3500
11,83,17500,3502,3815,3500
12,83,17500,3602,3815,3500
1,84,4500,1022,1022,900
2,84,4500,1022,1022,900
3,84,4500,1022,1022,900
4,84,4500,1032,1022,900
5,84,4500,1022,1022,900
6,84,4500,1032,1022,900
7,84,4500,1022,1022,900
8,84,4500,1032,1022,900
9,84,4500,1032,1022,900
10,84,4500,1032,1022,900
11,84,4500,1032,1022,900
12,84,4500,1022,1022,900
1,85,18000,3600,5804,3656
2,85,18000,6504,6356,3656
3,85,18000,6504,5804,3656
4,85,18000,6504,6356,3656
5,85,18000,6504,6356,3656
6,85,18000,6504,5804,3656
7,85,18000,6504,5804,3656
8,85,18000,6504,6356,3656
9,85,18000,6504,5804,3656
10,85,18000,6504,5804,3656
11,85,18000,6504,5804,3656
12,85,18000,6504,5804,3656
1,86,3500,789,705,700
2,86,3500,789,750,700
3,86,3500,789,750,700
4,86,3500,789,750,700
5,86,3500,789,750,700
6,86,3500,789,750,700
7,86,3500,789,750,700
8,86,3500,789,750,700
9,86,3500,789,705,700
10,86,3500,789,750,700
11,86,3500,789,705,700
12,86,3500,789,750,700
1,87,6000,1672,1200,1200
2,87,6000,1687,1200,1200
3,87,6000,1687,1672,1200
4,87,6000,1687,1272,1200
5,87,6000,1687,1272,1200
6,87,6000,1687,1672,1200
7,87,6000,1687,1200,1200
8,87,6000,1687,1672,1200
9,87,6000,1687,1672,1200
10,87,6000,1687,1672,1200
11,87,6000,1672,1200,1200
12,87,6000,1687,1200,1200
1,88,20000,4000,4000,4000
2,88,20000,4000,4000,4000
3,88,20000,4000,4000,4000
4,88,20000,4000,4000,4000
5,88,20000,4000,4000,4000
6,88,20000,4000,4000,4000
7,88,20000,4000,4000,4000
8,88,20000,4000,4000,4000
9,88,20000,4000,4000,4000
10,88,20000,4000,4000,4000
11,88,20000,4000,4000,4000
12,88,20000,4000,4000,4000
1,89,6000,2520,2468,1200
2,89,6000,2588,1388,1200
3,89,6000,2588,2468,1200
4,89,6000,2588,2468,1200
5,89,6000,2588,2468,1200
6,89,6000,2588,2468,1200
7,89,6000,2520,2468,1200
8,89,6000,2588,2468,1200
9,89,6000,2588,2468,1200
10,89,6000,2588,2468,1200
11,89,6000,2588,2468,1200
12,89,6000,2520,2468,1200
1,90,30000,7605,7616,6000
2,90,30000,7616,7616,6000
3,90,30000,7616,7616,6000
4,90,30000,7616,7616,6000
5,90,30000,7616,7616,6000
6,90,30000,7616,7616,6000
7,90,30000,7616,7616,6000
8,90,30000,7616,7616,6000
9,90,30000,7616,7616,6000
10,90,30000,7616,7616,6000
11,90,30000,7616,7616,6000
12,90,30000,7616,7616,6000
1,91,5000,2091,1091,1060
2,91,5000,2091,2091,1060
3,91,5000,2061,1091,1060
4,91,5000,2091,2091,1060
5,91,5000,2091,2091,1060
6,91,5000,2091,2091,1060
7,91,5000,2091,1091,1060
8,91,5000,2091,2091,1060
9,91,5000,2091,2091,1060
10,91,5000,2091,2091,1060
11,91,5000,2091,1091,1060
12,91,5000,1091,1091,1060
1,92,30000,6120,6190,6000
2,92,30000,6000,6205,6000
3,92,30000,6190,6190,6000
4,92,30000,6205,6205,6000
5,92,30000,6225,6205,6000
6,92,30000,6225,6205,6000
7,92,30000,6190,6190,6000
8,92,30000,6210,6205,6000
9,92,30000,6225,6205,6000
10,92,30000,6210,6205,6000
11,92,30000,6205,6190,6000
12,92,30000,6190,6190,6000
1,93,12000,5000,4738,2400
2,93,12000,5038,3938,2400
3,93,12000,5038,4738,2400
4,93,12000,5038,4738,2400
5,93,12000,5038,4738,2400
6,93,12000,5038,4738,2400
7,93,12000,5038,4738,2400
8,93,12000,5038,4738,2400
9,93,12000,5038,4738,2400
10,93,12000,5038,4738,2400
11,93,12000,5038,4738,2400
12,93,12000,5038,4738,2400
1,94,4500,1060,1260,900
2,94,4500,1260,1260,900
3,94,4500,1160,1260,900
4,94,4500,1260,1260,900
5,94,4500,1260,1260,900
6,94,4500,1260,1260,900
7,94,4500,1160,1260,900
8,94,4500,1260,1260,900
9,94,4500,1260,1260,900
10,94,4500,1260,1260,900
11,94,4500,1260,1260,900
12,94,4500,1160,1260,900
1,95,30000,7704,7700,6000
2,95,30000,7704,7700,6000
3,95,30000,7704,7700,6000
4,95,30000,7704,7700,6000
5,95,30000,7704,7700,6000
6,95,30000,7704,7700,6000
7,95,30000,7704,7700,6000
8,95,30000,7704,7700,6000
9,95,30000,7704,7700,6000
10,95,30000,7704,7700,6000
11,95,30000,7704,7700,6000
12,95,30000,7704,7700,6000
1,96,12000,2480,2400,2400
2,96,12000,3530,3300,2400
3,96,12000,2450,3300,2400
4,96,12000,3530,3300,2400
5,96,12000,3530,3300,2400
6,96,12000,3450,3300,2400
7,96,12000,2450,3300,2400
8,96,12000,4430,3300,2400
9,96,12000,2530,2530,2400
10,96,12000,3530,3300,2400
11,96,12000,3400,3300,2400
12,96,12000,3300,3300,2400
1,97,12000,4940,6140,2400
2,97,12000,6140,6140,2400
3,97,12000,6900,6140,2400
4,97,12000,7040,6140,2400
5,97,12000,6140,6140,2400
6,97,12000,6140,6140,2400
7,97,12000,7040,6140,2400
8,97,12000,6140,6140,2400
9,97,12000,6140,6140,2400
10,97,12000,7040,6140,2400
11,97,12000,4940,6140,2400
12,97,12000,4940,6140,2400
1,98,12000,5100,5175,2400
2,98,12000,5525,5175,2400
3,98,12000,5450,5175,2400
4,98,12000,5450,5175,2400
5,98,12000,5450,5175,2400
6,98,12000,5525,5175,2400
7,98,12000,5450,5175,2400
8,98,12000,5525,5175,2400
9,98,12000,5525,5175,2400
10,98,12000,5525,5175,2400
11,98,12000,5175,5175,2400
12,98,12000,5525,5175,2400
1,99,30000,12015,12000,6000
2,99,30000,12815,12715,6000
3,99,30000,6815,12015,6000
4,99,30000,6815,12715,6000
5,99,30000,6815,12715,6000
6,99,30000,6815,12715,6000
7,99,30000,6115,12015,6000
8,99,30000,6815,12715,6000
9,99,30000,6815,12715,6000
10,99,30000,6815,12715,6000
11,99,30000,6815,12015,6000
12,99,30000,6815,12015,6000
1,100,10500,4268,4343,4100
2,100,10500,4343,4343,4100
3,100,10500,4343,4343,4100
4,100,10500,4343,4343,4100
5,100,10500,4343,4343,4100
6,100,10500,4343,4343,4100
7,100,10500,4343,4343,4100
8,100,10500,4343,4343,4100
9,100,10500,4343,4343,4100
10,100,10500,4343,4343,4100
11,100,10500,4343,4343,4100
12,100,10500,4343,4343,4100
