Month,House,Gecode,Limit,OGSA,Preferred
6,75,4150,12000,4150,2400
7,75,2950,12000,2950,2400
8,75,4150,12000,4150,2400
9,75,4150,12000,4150,2400
10,75,4150,12000,4150,2400
11,75,2950,12000,2950,2400
12,75,2950,12000,2950,2400
1,76,2200,11000,2200,2200
2,76,2200,11000,2200,2200
3,76,2200,11000,2200,2200
4,76,2200,11000,2200,2200
5,76,2200,11000,2200,2200
6,76,2200,11000,2200,2200
7,76,2200,11000,2200,2200
8,76,2200,11000,2200,2200
9,76,2200,11000,2200,2200
10,76,2200,11000,2200,2200
11,76,2200,11000,2200,2200
12,76,2200,11000,2200,2200
1,77,1200,6000,1200,1200
2,77,1200,6000,1200,1200
3,77,1200,6000,1200,1200
4,77,1200,6000,1200,1200
5,77,1200,6000,1200,1200
6,77,1200,6000,1200,1200
7,77,1200,6000,1200,1200
8,77,1200,6000,1200,1200
9,77,1200,6000,1200,1200
10,77,1200,6000,1200,1200
11,77,1200,6000,1200,1200
12,77,1200,6000,1200,1200
1,78,500,2500,500,500
2,78,500,2500,500,500
3,78,500,2500,500,500
4,78,500,2500,500,500
5,78,500,2500,500,500
6,78,500,2500,500,500
7,78,500,2500,500,500
8,78,500,2500,500,500
9,78,500,2500,500,500
10,78,500,2500,500,500
11,78,500,2500,500,500
12,78,500,2500,500,500
1,79,2400,12000,2400,2400
2,79,2400,12000,2400,2400
3,79,2400,12000,2400,2400
4,79,2400,12000,2400,2400
5,79,2400,12000,2400,2400
6,79,2400,12000,2400,2400
7,79,2400,12000,2400,2400
8,79,2400,12000,2400,2400
9,79,2400,12000,2400,2400
10,79,2400,12000,2400,2400
11,79,2400,12000,2400,2400
12,79,4400,12000,4400,2400
1,80,9600,30000,9600,6000
2,80,12000,30000,10800,6000
3,80,9600,30000,10800,6000
4,80,10800,30000,10800,6000
5,80,10800,30000,10800,6000
6,80,10800,30000,10800,6000
7,80,9600,30000,9600,6000
8,80,10800,30000,10800,6000
9,80,10800,30000,10800,6000
10,80,10800,30000,10800,6000
11,80,6000,30000,6000,6000
12,80,9600,30000,9600,6000
1,81,2400,12000,2400,2400
2,81,2400,12000,2400,2400
3,81,2400,12000,2400,2400
4,81,2400,12000,2400,2400
5,81,2400,12000,2400,2400
6,81,2400,12000,2400,2400
7,81,2400,12000,2400,2400
8,81,2400,12000,2400,2400
9,81,2400,12000,2400,2400
10,81,2400,12000,2400,2400
11,81,2400,12000,2400,2400
12,81,2400,12000,2400,2400
1,82,1000,5000,1000,1000
2,82,1000,5000,1000,1000
3,82,1000,5000,1000,1000
4,82,1120,5000,1120,1000
5,82,1120,5000,1120,1000
6,82,1000,5000,1000,1000
7,82,1000,5000,1000,1000
8,82,1000,5000,1000,1000
9,82,1000,5000,1000,1000
10,82,1000,5000,1000,1000
11,82,1000,5000,1000,1000
12,82,1000,5000,1000,1000
1,83,1000,5000,1000,1120
2,83,1000,5000,1000,1120
3,83,1120,5000,1000,1120
4,83,1120,5000,1120,1120
5,83,1120,5000,1120,1120
6,83,1120,5000,1120,1120
7,83,1000,5000,1000,1120
8,83,1000,5000,1000,1120
9,83,1000,5000,1000,1120
10,83,1120,5000,1120,1120
11,83,1000,5000,1000,1120
12,83,1120,5000,1120,1120
1,84,2500,8500,2500,1700
2,84,1700,8500,1700,1700
3,84,1700,8500,1700,1700
4,84,2500,8500,2500,1700
5,84,2500,8500,2500,1700
6,84,2500,8500,2500,1700
7,84,2500,8500,2500,1700
8,84,2500,8500,2500,1700
9,84,1711,8500,1711,1700
10,84,1700,8500,1700,1700
11,84,1711,8500,1711,1700
12,84,2500,8500,2500,1700
1,85,1150,3250,1150,650
2,85,650,3250,650,650
3,85,650,3250,650,650
4,85,650,3250,650,650
5,85,650,3250,650,650
6,85,650,3250,650,650
7,85,650,3250,650,650
8,85,650,3250,650,650
9,85,650,3250,650,650
10,85,750,3250,750,650
11,85,650,3250,650,650
12,85,750,3250,750,650
1,86,5400,25000,5000,5000
2,86,5400,25000,5000,5000
3,86,5000,25000,5000,5000
4,86,5400,25000,5000,5000
5,86,5400,25000,5000,5000
6,86,5400,25000,5000,5000
7,86,5000,25000,5000,5000
8,86,5400,25000,5000,5000
9,86,5400,25000,5000,5000
10,86,5400,25000,5000,5000
11,86,5000,25000,5000,5000
12,86,5400,25000,5000,5000
1,87,1700,8500,1700,1700
2,87,1700,8500,1700,1700
3,87,1700,8500,1700,1700
4,87,1700,8500,1700,1700
5,87,1700,8500,1700,1700
6,87,1700,8500,1700,1700
7,87,1700,8500,1700,1700
8,87,1700,8500,1700,1700
9,87,1700,8500,1700,1700
10,87,1700,8500,1700,1700
11,87,1700,8500,1700,1700
12,87,1700,8500,1700,1700
1,88,5000,25000,5000,5000
2,88,5000,25000,5000,5000
3,88,5000,25000,5000,5000
4,88,5000,25000,5000,5000
5,88,5000,25000,5000,5000
6,88,5000,25000,5000,5000
7,88,5000,25000,5000,5000
8,88,5000,25000,5000,5000
9,88,5000,25000,5000,5000
10,88,5000,25000,5000,5000
11,88,5000,25000,5000,5000
12,88,5000,25000,5000,5000
1,89,2400,12000,3600,2400
2,89,2400,12000,3600,2400
3,89,3600,12000,3600,2400
4,89,2400,12000,2400,2400
5,89,2400,12000,2400,2400
6,89,2400,12000,2400,2400
7,89,2400,12000,2400,2400
8,89,2400,12000,2400,2400
9,89,2400,12000,2400,2400
10,89,2400,12000,2400,2400
11,89,2400,12000,2400,2400
12,89,3600,12000,2400,2400
1,90,4000,20000,4000,4000
2,90,4000,20000,4000,4000
3,90,4000,20000,4000,4000
4,90,4000,20000,4000,4000
5,90,4000,20000,4000,4000
6,90,4000,20000,4000,4000
7,90,4000,20000,4000,4000
8,90,4000,20000,4000,4000
9,90,4000,20000,4000,4000
10,90,4000,20000,4000,4000
11,90,4000,20000,4000,4000
12,90,4000,20000,4000,4000
1,91,6000,30000,6000,6000
2,91,6000,30000,8400,6000
3,91,6000,30000,6000,6000
4,91,6120,30000,6120,6000
5,91,8400,30000,6120,6000
6,91,6000,30000,6120,6000
7,91,6000,30000,6000,6000
8,91,6000,30000,6120,6000
9,91,6120,30000,6120,6000
10,91,6000,30000,6000,6000
11,91,8400,30000,8400,6000
12,91,6000,30000,6000,6000
1,92,1200,6000,1200,1200
2,92,1200,6000,1200,1200
3,92,1200,6000,1200,1200
4,92,1200,6000,1200,1200
5,92,1200,6000,1200,1200
6,92,1200,6000,1200,1200
7,92,1200,6000,1200,1200
8,92,1200,6000,1200,1200
9,92,1200,6000,1200,1200
10,92,1200,6000,1200,1200
11,92,1200,6000,1200,1200
12,92,1200,6000,1200,1200
1,93,3601,18000,3600,3600
2,93,3600,18000,3600,3600
3,93,3601,18000,3600,3600
4,93,3600,18000,3600,3600
5,93,3600,18000,3600,3600
6,93,3601,18000,3600,3600
7,93,3600,18000,3600,3600
8,93,7200,18000,3600,3600
9,93,3601,18000,3600,3600
10,93,3601,18000,3600,3600
11,93,3600,18000,3600,3600
12,93,3601,18000,3600,3600
1,94,900,4500,900,900
2,94,900,4500,900,900
3,94,900,4500,900,900
4,94,900,4500,900,900
5,94,900,4500,900,900
6,94,900,4500,900,900
7,94,900,4500,900,900
8,94,900,4500,900,900
9,94,900,4500,900,900
10,94,900,4500,900,900
11,94,900,4500,900,900
12,94,900,4500,900,900
1,95,6000,30000,6000,7000
2,95,6000,30000,6000,7000
3,95,6000,30000,6000,7000
4,95,6000,30000,6000,7000
5,95,6000,30000,6000,7000
6,95,6000,30000,6000,7000
7,95,7000,30000,7000,7000
8,95,7000,30000,6000,7000
9,95,6000,30000,6000,7000
10,95,6000,30000,6000,7000
11,95,6000,30000,6000,7000
12,95,7000,30000,6000,7000
1,96,2750,10500,2200,2200
2,96,2750,10500,2200,2200
3,96,2200,10500,2200,2200
4,96,2750,10500,2200,2200
5,96,2200,10500,2200,2200
6,96,2750,10500,2245,2200
7,96,2650,10500,2200,2200
8,96,2650,10500,2200,2200
9,96,2650,10500,2245,2200
10,96,2750,10500,2200,2200
11,96,2100,10500,2100,2200
12,96,2750,10500,2200,2200
1,97,2200,11000,2200,2200
2,97,2200,11000,2200,2200
3,97,3400,11000,3400,2200
4,97,2200,11000,2200,2200
5,97,3400,11000,3400,2200
6,97,3400,11000,3400,2200
7,97,2200,11000,2200,2200
8,97,3400,11000,3400,2200
9,97,3400,11000,3400,2200
10,97,3400,11000,3400,2200
11,97,2200,11000,2200,2200
12,97,2200,11000,2200,2200
1,98,2400,12000,2400,2400
2,98,2950,12000,2950,2400
3,98,2400,12000,2400,2400
4,98,2400,12000,2400,2400
5,98,2400,12000,2400,2400
6,98,2400,12000,2400,2400
7,98,2400,12000,2400,2400
8,98,2400,12000,2400,2400
9,98,2400,12000,2400,2400
10,98,2400,12000,2400,2400
11,98,2400,12000,2400,2400
12,98,3400,12000,3400,2400
1,99,1200,6000,1200,1200
2,99,1200,6000,1200,1200
3,99,1200,6000,1200,1200
4,99,1200,6000,1200,1200
5,99,1200,6000,1200,1200
6,99,1200,6000,1200,1200
7,99,1200,6000,1200,1200
8,99,1200,6000,2200,1200
9,99,1200,6000,1200,1200
10,99,1200,6000,1200,1200
11,99,1204,6000,1204,1200
12,99,1200,6000,1200,1200
1,100,2300,11500,2300,2300
2,100,2300,11500,2300,2300
3,100,2300,11500,2300,2300
4,100,2300,11500,2300,2300
5,100,2300,11500,2300,2300
6,100,2300,11500,2300,2300
7,100,2300,11500,2300,2300
8,100,2300,11500,2300,2300
9,100,2300,11500,2300,2300
10,100,2300,11500,2300,2300
11,100,2300,11500,2300,2300
12,100,2300,11500,2300,2300
